"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","KGZ","Kyrgyzstan","2018","2018",3.46429,,
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","40618","Central and Southern Asia","2018","2018",40.65335,"‡","UIS Estimation"
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","POL","Poland","2009","2009",2.60703,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","POL","Poland","2018","2018",6.19232,,
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","ZAF","South Africa","2018","2018",5.53746,,
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","MYS","Malaysia","2009","2009",,"a","Category not applicable"
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","MYS","Malaysia","2018","2018",,"a","Category not applicable"
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","ARM","Armenia","2018","2018",3.30191,,
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","GIN","Guinea","2009","2009",21.14988,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","COD","Democratic Republic of the Congo","2009","2009",90.82286,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","COD","Democratic Republic of the Congo","2018","2018",50.78821,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","EGY","Egypt","2018","2018",6.85044,,
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","BHR","Bahrain","2018","2018",97.74814,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","MRT","Mauritania","2009","2009",9.02167,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","MRT","Mauritania","2018","2018",15.65834,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","RUS","Russian Federation","2009","2009",0.47402,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","RUS","Russian Federation","2018","2018",0.65511,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","BEL","Belgium","2009","2009",57.37636,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","BEL","Belgium","2018","2018",58.76478,,
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","URY","Uruguay","2009","2009",36.84353,,
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","URY","Uruguay","2018","2018",34.23081,,
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","40606","Sub-Saharan Africa","2009","2009",35.44633,"‡","UIS Estimation"
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","40606","Sub-Saharan Africa","2018","2018",31.28278,"‡","UIS Estimation"
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","HUN","Hungary","2009","2009",5.83216,,
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","HUN","Hungary","2018","2018",10.998,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","BGD","Bangladesh","2009","2009",40.95045,"+","National Estimation"
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","BGD","Bangladesh","2018","2018",23.90352,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","LBR","Liberia","2009","2009",54.59164,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","CHE","Switzerland","2009","2009",9.66067,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","CHE","Switzerland","2018","2018",5.06868,,
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","SYR","Syrian Arab Republic","2009","2009",70.95918,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","MAR","Morocco","2018","2018",10.50698,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","40550","Small Island Developing States","2009","2009",15.50062,"‡","UIS Estimation"
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","40550","Small Island Developing States","2018","2018",13.87999,,
"PRP_3","Percentage of enrolment in upper secondary education in private institutions (%)","TUN","Tunisia","2009","2009",6.80224,"‡","UIS Estimation"
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","BLR","Belarus","2018","2018",0.04319,,
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","TKL","Tokelau","2009","2009",,"a","Category not applicable"
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","ETH","Ethiopia","2009","2009",6.00549,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","MAC","China, Macao Special Administrative Region","2009","2009",97.14035,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","MAC","China, Macao Special Administrative Region","2018","2018",96.70248,,
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","40630","Latin America and the Caribbean","2009","2009",43.92288,"‡","UIS Estimation"
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","40630","Latin America and the Caribbean","2018","2018",45.28623,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","CRI","Costa Rica","2009","2009",17.57177,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","CRI","Costa Rica","2018","2018",13.69558,,
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","LIE","Liechtenstein","2009","2009",2.93706,,
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","LIE","Liechtenstein","2018","2018",2.9987,,
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","MNE","Montenegro","2009","2009",,"a","Category not applicable"
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","MNE","Montenegro","2018","2018",4.69981,,
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","CHN","China","2009","2009",,"a","Category not applicable"
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","CHN","China","2018","2018",,"a","Category not applicable"
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","HKG","China, Hong Kong Special Administrative Region","2009","2009",14.82277,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","HKG","China, Hong Kong Special Administrative Region","2018","2018",18.77386,,
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","ITA","Italy","2009","2009",7.64284,,
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","ITA","Italy","2018","2018",13.58035,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","SWZ","Eswatini","2009","2009",0.48671,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","UZB","Uzbekistan","2009","2009",0.61855,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","UZB","Uzbekistan","2018","2018",2.15678,,
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","BDI","Burundi","2009","2009",,"a","Category not applicable"
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","BDI","Burundi","2018","2018",,"a","Category not applicable"
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","NZL","New Zealand","2009","2009",22.92308,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","NZL","New Zealand","2018","2018",9.13778,,
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","MDG","Madagascar","2009","2009",22.2232,,
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","MDG","Madagascar","2018","2018",27.42854,,
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","GUY","Guyana","2009","2009",,"a","Category not applicable"
"PRP_3","Percentage of enrolment in upper secondary education in private institutions (%)","KOR","Republic of Korea","2009","2009",45.74134,,
"PRP_3","Percentage of enrolment in upper secondary education in private institutions (%)","KOR","Republic of Korea","2018","2018",42.38211,,
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","PNG","Papua New Guinea","2018","2018",0.74874,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","VGB","British Virgin Islands","2009","2009",16.99279,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","VGB","British Virgin Islands","2018","2018",18.54419,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","UKR","Ukraine","2009","2009",0.38089,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","UKR","Ukraine","2018","2018",0.58399,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","SYC","Seychelles","2009","2009",8.16327,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","SYC","Seychelles","2018","2018",11.64398,,
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","PAK","Pakistan","2009","2009",32.92314,"+","National Estimation"
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","PAK","Pakistan","2018","2018",19.99174,,
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","GTM","Guatemala","2009","2009",,"a","Category not applicable"
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","GTM","Guatemala","2018","2018",,"a","Category not applicable"
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","QAT","Qatar","2018","2018",83.83513,,
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","IRN","Iran (Islamic Republic of)","2009","2009",17.49507,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","VCT","Saint Vincent and the Grenadines","2009","2009",100,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","VCT","Saint Vincent and the Grenadines","2018","2018",89.08345,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","BHS","Bahamas","2009","2009",31.64206,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","BHS","Bahamas","2018","2018",28.35516,,
"PRP_3","Percentage of enrolment in upper secondary education in private institutions (%)","AUT","Austria","2009","2009",10.43333,,
"PRP_3","Percentage of enrolment in upper secondary education in private institutions (%)","AUT","Austria","2018","2018",10.94167,,
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","ROU","Romania","2009","2009",42.3209,,
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","ROU","Romania","2018","2018",12.52526,,
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","BOL","Bolivia (Plurinational State of)","2009","2009",,"a","Category not applicable"
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","BOL","Bolivia (Plurinational State of)","2018","2018",,"a","Category not applicable"
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","KWT","Kuwait","2018","2018",46.36179,,
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","CPV","Cabo Verde","2009","2009",,"a","Category not applicable"
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","CPV","Cabo Verde","2018","2018",,"a","Category not applicable"
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","FRA","France","2009","2009",18.82542,,
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","FRA","France","2018","2018",23.69447,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","40612","Central Asia","2009","2009",0.25105,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","40612","Central Asia","2018","2018",0.67647,,
"PRP_3","Percentage of enrolment in upper secondary education in private institutions (%)","ARG","Argentina","2009","2009",31.07782,,
"PRP_3","Percentage of enrolment in upper secondary education in private institutions (%)","ARG","Argentina","2018","2018",30.36438,,
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","SRB","Serbia","2009","2009",,"a","Category not applicable"
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","SRB","Serbia","2018","2018",13.83947,,
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","COL","Colombia","2009","2009",30.48993,,
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","COL","Colombia","2018","2018",21.09229,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","JAM","Jamaica","2009","2009",4.60881,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","JAM","Jamaica","2018","2018",2.19403,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","IND","India","2018","2018",44.24209,,
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","UGA","Uganda","2009","2009",40.11801,,
"PRP_3","Percentage of enrolment in upper secondary education in private institutions (%)","CYP","Cyprus","2009","2009",16.73276,,
"PRP_3","Percentage of enrolment in upper secondary education in private institutions (%)","CYP","Cyprus","2018","2018",19.74058,,
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","THA","Thailand","2018","2018",,"a","Category not applicable"
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","ABW","Aruba","2009","2009",73.10676,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","MHL","Marshall Islands","2009","2009",20.94091,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","AND","Andorra","2009","2009",1.74419,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","AND","Andorra","2018","2018",1.49728,,
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","KAZ","Kazakhstan","2018","2018",53.15008,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","40614","Western Asia","2009","2009",8.76381,"‡","UIS Estimation"
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","40614","Western Asia","2018","2018",11.06349,"‡","UIS Estimation"
"PRP_3","Percentage of enrolment in upper secondary education in private institutions (%)","ECU","Ecuador","2009","2009",35.99263,,
"PRP_3","Percentage of enrolment in upper secondary education in private institutions (%)","ECU","Ecuador","2018","2018",27.63645,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","CHL","Chile","2009","2009",53.09948,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","CHL","Chile","2018","2018",58.74955,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","TUR","Türkiye","2018","2018",4.57901,,
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","HND","Honduras","2009","2009",,"a","Category not applicable"
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","PHL","Philippines","2009","2009",62.56926,,
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","PHL","Philippines","2018","2018",53.53623,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","BLZ","Belize","2009","2009",64.4242,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","SLV","El Salvador","2009","2009",17.94511,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","SLV","El Salvador","2018","2018",16.30076,,
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","MOZ","Mozambique","2009","2009",,"a","Category not applicable"
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","MOZ","Mozambique","2018","2018",,"a","Category not applicable"
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","40650","Oceania","2009","2009",23.22793,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","40650","Oceania","2018","2018",16.65994,,
"PRP_3","Percentage of enrolment in upper secondary education in private institutions (%)","DZA","Algeria","2009","2009",0.25024,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","MDA","Republic of Moldova","2009","2009",0.83924,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","MDA","Republic of Moldova","2018","2018",1.52132,,
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","HRV","Croatia","2009","2009",6.90089,,
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","HRV","Croatia","2018","2018",8.3846,,
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","COK","Cook Islands","2018","2018",30.92784,,
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","FIN","Finland","2009","2009",,"a","Category not applicable"
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","FIN","Finland","2018","2018",21.5462,,
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","KGZ","Kyrgyzstan","2009","2009",,"+; n","National Estimation; Magnitude nil or negligible"
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","KGZ","Kyrgyzstan","2018","2018",,"a","Category not applicable"
"PRP_3","Percentage of enrolment in upper secondary education in private institutions (%)","POL","Poland","2009","2009",4.08376,,
"PRP_3","Percentage of enrolment in upper secondary education in private institutions (%)","POL","Poland","2018","2018",14.77562,,
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","DZA","Algeria","2009","2009",,"a","Category not applicable"
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","DZA","Algeria","2018","2018",,"a","Category not applicable"
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","ARM","Armenia","2018","2018",2.47294,,
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","40650","Oceania","2009","2009",53.42793,"‡","UIS Estimation"
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","40650","Oceania","2018","2018",53.35801,,
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","GRD","Grenada","2009","2009",100,,
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","GRD","Grenada","2018","2018",100,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","ECU","Ecuador","2009","2009",26.15431,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","ECU","Ecuador","2018","2018",24.20077,,
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","TUV","Tuvalu","2009","2009",,"a","Category not applicable"
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","TUV","Tuvalu","2018","2018",,"a","Category not applicable"
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","FSM","Micronesia (Federated States of)","2009","2009",,"a","Category not applicable"
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","MEX","Mexico","2018","2018",17.58758,,
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","MAC","China, Macao Special Administrative Region","2009","2009",,"a","Category not applicable"
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","MAC","China, Macao Special Administrative Region","2018","2018",,"a","Category not applicable"
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","GIN","Guinea","2009","2009",26.25638,"‡","UIS Estimation"
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","URY","Uruguay","2009","2009",14.46874,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","URY","Uruguay","2018","2018",11.56355,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","40606","Sub-Saharan Africa","2009","2009",19.66997,"‡","UIS Estimation"
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","40606","Sub-Saharan Africa","2018","2018",21.5663,"‡","UIS Estimation"
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","BEL","Belgium","2009","2009",52.52711,,
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","BEL","Belgium","2018","2018",52.93944,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","GMB","Gambia","2009","2009",16.34283,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","GMB","Gambia","2018","2018",22.71069,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","MMR","Myanmar","2009","2009",,"a","Category not applicable"
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","MMR","Myanmar","2018","2018",4.92735,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","BHR","Bahrain","2009","2009",100,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","BHR","Bahrain","2018","2018",100,,
"PRP_3","Percentage of enrolment in upper secondary education in private institutions (%)","TJK","Tajikistan","2009","2009",,"a","Category not applicable"
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","TCA","Turks and Caicos Islands","2018","2018",20.98274,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","SLE","Sierra Leone","2018","2018",8.4149,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","DMA","Dominica","2009","2009",27.10008,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","ERI","Eritrea","2009","2009",5.34374,"‡","UIS Estimation"
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","ERI","Eritrea","2018","2018",7.47098,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","LIE","Liechtenstein","2009","2009",4.21941,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","LIE","Liechtenstein","2018","2018",3.2016,,
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","MNG","Mongolia","2009","2009",13.96357,,
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","MNG","Mongolia","2018","2018",25.0262,,
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","PER","Peru","2018","2018",,"a","Category not applicable"
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","CHE","Switzerland","2009","2009",44.62359,,
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","CHE","Switzerland","2018","2018",69.3613,,
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","OMN","Oman","2009","2009",,"a","Category not applicable"
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","OMN","Oman","2018","2018",,"a","Category not applicable"
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","40603","Northern Africa","2009","2009",6.25126,"‡","UIS Estimation"
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","40603","Northern Africa","2018","2018",8.78457,,
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","TUN","Tunisia","2009","2009",,"a","Category not applicable"
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","BOL","Bolivia (Plurinational State of)","2009","2009",,"a","Category not applicable"
"PRP_4","Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)","BOL","Bolivia (Plurinational State of)","2018","2018",,"a","Category not applicable"
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","VAT","Holy See","2009","2009",,"a","Category not applicable"
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","VAT","Holy See","2018","2018",,"a","Category not applicable"
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","IRN","Iran (Islamic Republic of)","2009","2009",46.72725,,
"PRP_5T8","Percentage of enrolment in tertiary education in private institutions (%)","IRN","Iran (Islamic Republic of)","2018","2018",45.52655,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","CUB","Cuba","2009","2009",,"a","Category not applicable"
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","CUB","Cuba","2018","2018",,"a","Category not applicable"
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","40550","Small Island Developing States","2009","2009",39.31189,"‡","UIS Estimation"
"PRP_02","Percentage of enrolment in pre-primary education in private institutions (%)","40550","Small Island Developing States","2018","2018",31.99792,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","SUR","Suriname","2009","2009",17.66587,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","SUR","Suriname","2018","2018",1.15738,,
"PRP_3","Percentage of enrolment in upper secondary education in private institutions (%)","MLT","Malta","2018","2018",28.47697,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","CYM","Cayman Islands","2018","2018",43.75436,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","ROU","Romania","2009","2009",1.59623,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","ROU","Romania","2018","2018",1.26088,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","LVA","Latvia","2009","2009",0.84027,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","LVA","Latvia","2018","2018",2.16456,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","MNE","Montenegro","2009","2009",0.18786,,
"PRP_2T3","Percentage of enrolment in secondary education in private institutions (%)","MNE","Montenegro","2018","2018",0.32583,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2009","2009",14.89667,,
"PRP_2","Percentage of enrolment in lower secondary education in private institutions (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2018","2018",68.01305,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","ITA","Italy","2009","2009",6.90077,,
"PRP_1","Percentage of enrolment in primary education in private institutions (%)","ITA","Italy","2018","2018",5.97841,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","SVK","Slovakia","2009","2009",3.27554,,
"PRP_0","Percentage of enrolment in early childhood education programmes in private institutions (%)","SVK","Slovakia","2018","2018",7.06804,,
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","SLV","El Salvador","2009","2009",85.49115,,
"PRP_01","Percentage of enrolment in early childhood educational development programmes in private institutions (%)","SLV","El Salvador","2018","2018",13.42631,,
