"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","SLB","Solomon Islands","2018","2018",81.96922,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","SWZ","Eswatini","2009","2009",97.24912,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","SWZ","Eswatini","2018","2018",98.9467,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","UKR","Ukraine","2009","2009",98.12696,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","UKR","Ukraine","2018","2018",98.3362,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","KAZ","Kazakhstan","2009","2009",,"a","Category not applicable"
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","KAZ","Kazakhstan","2018","2018",,"a","Category not applicable"
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","KOR","Republic of Korea","2009","2009",99.5653,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","KOR","Republic of Korea","2018","2018",99.43713,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","KHM","Cambodia","2018","2018",88.25712,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","SYC","Seychelles","2009","2009",95.8264,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","SYC","Seychelles","2018","2018",97.76896,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40656","Oceania (excluding Australia and New Zealand)","2009","2009",61.31816,"‡","UIS Estimation"
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40656","Oceania (excluding Australia and New Zealand)","2018","2018",81.735,"‡","UIS Estimation"
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","SVK","Slovakia","2009","2009",,"a","Category not applicable"
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","SVK","Slovakia","2018","2018",,"a","Category not applicable"
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","MEX","Mexico","2009","2009",95.19679,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","MEX","Mexico","2018","2018",97.5047,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","MDA","Republic of Moldova","2009","2009",95.25138,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","MDA","Republic of Moldova","2018","2018",93.83409,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","TGO","Togo","2009","2009",79.61094,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","GIN","Guinea","2009","2009",76.71849,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","PRT","Portugal","2018","2018",99.06151,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","40616","Southern Asia","2009","2009",73.04497,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","40616","Southern Asia","2018","2018",81.33132,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","SMR","San Marino","2018","2018",98.18727,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","TCD","Chad","2009","2009",36.50617,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","LSO","Lesotho","2009","2009",84.84507,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","RWA","Rwanda","2009","2009",52.5007,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","RWA","Rwanda","2018","2018",80.69862,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","SRB","Serbia","2009","2009",98.74591,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","SRB","Serbia","2018","2018",98.21155,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","JAM","Jamaica","2018","2018",97.27643,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","ECU","Ecuador","2009","2009",92.83307,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","ECU","Ecuador","2018","2018",97.63665,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","PHL","Philippines","2018","2018",99.0703,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","VEN","Venezuela (Bolivarian Republic of)","2009","2009",92.09264,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","40650","Oceania","2009","2009",72.40917,"‡","UIS Estimation"
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","40650","Oceania","2018","2018",78.80022,"‡","UIS Estimation"
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","ISR","Israel","2018","2018",98.98999,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","SLV","El Salvador","2009","2009",88.98514,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","LTU","Lithuania","2009","2009",98.29344,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","LTU","Lithuania","2018","2018",97.67415,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","TJK","Tajikistan","2009","2009",98.55112,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","40530","Central and Eastern Europe","2009","2009",97.84356,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","40530","Central and Eastern Europe","2018","2018",98.86075,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","GMB","Gambia","2018","2018",91.22104,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","EGY","Egypt","2009","2009",96.09769,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","EGY","Egypt","2018","2018",99.0093,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","FIN","Finland","2009","2009",99.72799,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","FIN","Finland","2018","2018",99.66716,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","COL","Colombia","2009","2009",83.9922,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","COL","Colombia","2018","2018",92.83717,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","TUN","Tunisia","2009","2009",96.19148,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","ZMB","Zambia","2009","2009",78.17529,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","AZE","Azerbaijan","2009","2009",95.37967,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","AZE","Azerbaijan","2018","2018",94.87909,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","OMN","Oman","2018","2018",,"a","Category not applicable"
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","MLT","Malta","2018","2018",97.5609,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","CUB","Cuba","2009","2009",97.05645,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","CUB","Cuba","2018","2018",97.75543,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","ETH","Ethiopia","2009","2009",44.38311,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","GRD","Grenada","2009","2009",83.03919,"‡","UIS Estimation"
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","BFA","Burkina Faso","2009","2009",63.62596,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","BFA","Burkina Faso","2018","2018",55.91911,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","ISL","Iceland","2009","2009",97.44257,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","ISL","Iceland","2018","2018",98.96633,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","DZA","Algeria","2009","2009",95.03897,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","DZA","Algeria","2018","2018",91.55725,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","BDI","Burundi","2009","2009",59.18818,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","BDI","Burundi","2018","2018",49.3975,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","ITA","Italy","2009","2009",99.71521,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","ITA","Italy","2018","2018",99.84548,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","MAC","China, Macao Special Administrative Region","2018","2018",99.78442,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","SYR","Syrian Arab Republic","2009","2009",94.59103,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2018","2018",99.70011,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","PAN","Panama","2009","2009",93.82199,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","LKA","Sri Lanka","2018","2018",97.89836,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","MNG","Mongolia","2018","2018",98.59039,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","MDV","Maldives","2009","2009",93.84438,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","POL","Poland","2009","2009",99.53187,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","POL","Poland","2018","2018",99.68178,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","KGZ","Kyrgyzstan","2009","2009",,"a","Category not applicable"
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","KGZ","Kyrgyzstan","2018","2018",,"a","Category not applicable"
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","QAT","Qatar","2018","2018",90.46929,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","IRN","Iran (Islamic Republic of)","2009","2009",93.48504,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","CHE","Switzerland","2018","2018",99.49503,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","BOL","Bolivia (Plurinational State of)","2009","2009",87.57154,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","BOL","Bolivia (Plurinational State of)","2018","2018",98.63891,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","PER","Peru","2009","2009",93.15511,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","BHS","Bahamas","2009","2009",91.3801,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","KHM","Cambodia","2018","2018",86.18777,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","PAK","Pakistan","2009","2009",70.08848,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","PAK","Pakistan","2018","2018",72.62489,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","VCT","Saint Vincent and the Grenadines","2009","2009",86.45553,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","TUR","Türkiye","2009","2009",100,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","TUR","Türkiye","2018","2018",,"a","Category not applicable"
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","DEU","Germany","2009","2009",96.78483,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","ZWE","Zimbabwe","2018","2018",95.61509,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","COD","Democratic Republic of the Congo","2009","2009",62.06156,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","40550","Small Island Developing States","2009","2009",59.45418,"‡","UIS Estimation"
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","40550","Small Island Developing States","2018","2018",62.21026,"‡","UIS Estimation"
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","MLI","Mali","2009","2009",88.28629,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","SDN","Sudan","2009","2009",84.99433,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","LVA","Latvia","2009","2009",94.60066,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","LVA","Latvia","2018","2018",96.92712,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","MOZ","Mozambique","2009","2009",65.96872,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","MOZ","Mozambique","2018","2018",68.7746,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","40500","North America and Western Europe","2009","2009",93.814,"‡","UIS Estimation"
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","40500","North America and Western Europe","2018","2018",94.66784,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","LIE","Liechtenstein","2009","2009",82.49412,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","LIE","Liechtenstein","2018","2018",93.65151,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","KOR","Republic of Korea","2009","2009",99.32854,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","KOR","Republic of Korea","2018","2018",99.30613,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","MAC","China, Macao Special Administrative Region","2009","2009",97.93799,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","MAC","China, Macao Special Administrative Region","2018","2018",98.24067,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","BLR","Belarus","2009","2009",,"a","Category not applicable"
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","BLR","Belarus","2018","2018",,"a","Category not applicable"
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","UKR","Ukraine","2009","2009",,"a","Category not applicable"
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","UKR","Ukraine","2018","2018",,"a","Category not applicable"
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","RWA","Rwanda","2009","2009",54.41543,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","RWA","Rwanda","2018","2018",82.9692,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","DOM","Dominican Republic","2009","2009",79.75286,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","DOM","Dominican Republic","2018","2018",94.85991,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","MKD","North Macedonia","2018","2018",90.9682,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","LBN","Lebanon","2018","2018",87.20702,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","SVN","Slovenia","2009","2009",99.09618,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","SVN","Slovenia","2018","2018",99.59335,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","ECU","Ecuador","2009","2009",92.75666,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","ECU","Ecuador","2018","2018",97.3835,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","CAF","Central African Republic","2009","2009",46.89445,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","TGO","Togo","2009","2009",59.35157,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","HND","Honduras","2009","2009",82.3246,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","BLZ","Belize","2009","2009",93.08677,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","AUT","Austria","2018","2018",99.77379,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40041","High income countries","2009","2009",95.08427,"‡","UIS Estimation"
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40041","High income countries","2018","2018",95.07221,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","PRT","Portugal","2018","2018",98.29906,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","SRB","Serbia","2009","2009",98.38903,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","SRB","Serbia","2018","2018",99.23681,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","LAO","Lao People's Democratic Republic","2009","2009",75.54919,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","LAO","Lao People's Democratic Republic","2018","2018",86.87736,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","SLV","El Salvador","2009","2009",86.96215,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","GEO","Georgia","2009","2009",94.07701,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","GEO","Georgia","2018","2018",98.6365,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","EST","Estonia","2009","2009",97.64677,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","EST","Estonia","2018","2018",99.57025,,
